"Date","Value"
"03/24/2010",93.6468
"03/25/2010",93.5885
"03/26/2010",93.6873
"03/29/2010",93.2959
"03/30/2010",93.2627
"03/31/2010",92.8987
"04/01/2010",92.6661
"04/02/2010",92.9057
"04/05/2010",92.6644
"04/06/2010",92.7373
"04/07/2010",92.7452
"04/08/2010",92.7211
"04/09/2010",92.4772
"04/12/2010",92.243
"04/13/2010",92.2689
"04/14/2010",91.9297
"04/15/2010",92.2029
"04/16/2010",92.5253
"04/19/2010",92.8577
"04/20/2010",92.4338
"04/21/2010",92.4482
"04/22/2010",92.7277
"04/23/2010",92.6622
"04/26/2010",92.5187
"04/27/2010",93.0956
"04/28/2010",93.4856
"04/29/2010",92.9013
"04/30/2010",92.8423
"05/03/2010",93.235
"05/04/2010",93.8137
"05/05/2010",94.3968
"05/06/2010",95.3032
"05/07/2010",95.2952
"05/10/2010",94.3096
"05/11/2010",94.4305
"05/12/2010",94.5515
"05/13/2010",94.5071
"05/14/2010",95.3746
"05/17/2010",95.9795
"05/18/2010",95.6212
"05/19/2010",96.5083
"05/20/2010",96.9483
"05/21/2010",96.2911
"05/24/2010",96.6433
"05/25/2010",97.5487
"05/26/2010",97.1879
"05/27/2010",96.3611
"05/28/2010",96.3062
"06/01/2010",96.6123
"06/02/2010",96.615
"06/03/2010",96.461
"06/04/2010",97.1688
"06/07/2010",97.503
"06/08/2010",97.3425
"06/09/2010",96.8938
"06/10/2010",96.4877
"06/11/2010",96.5616
"06/14/2010",95.8082
"06/15/2010",95.7049
"06/16/2010",95.5668
"06/17/2010",95.4973
"06/18/2010",95.2981
"06/21/2010",94.8505
"06/22/2010",95.1165
"06/23/2010",95.4853
"06/24/2010",95.6194
"06/25/2010",95.4582
"06/28/2010",95.2696
"06/29/2010",96.0199
"06/30/2010",95.9934
"07/01/2010",95.8018
"07/02/2010",95.6345
"07/06/2010",95.1069
"07/07/2010",95.1795
"07/08/2010",94.7734
"07/09/2010",94.683
"07/12/2010",94.9598
"07/13/2010",94.3856
"07/14/2010",94.3247
"07/15/2010",94.1988
"07/16/2010",94.5061
"07/19/2010",94.602
"07/20/2010",94.542
"07/21/2010",94.4496
"07/22/2010",94.1135
"07/23/2010",94.1431
"07/26/2010",93.7556
"07/27/2010",93.7583
"07/28/2010",93.7506
"07/29/2010",93.6004
"07/30/2010",93.2793
"08/02/2010",92.7916
"08/03/2010",92.6258
"08/04/2010",92.731
"08/05/2010",92.6401
"08/06/2010",92.5915
"08/09/2010",92.6726
"08/10/2010",93.2197
"08/11/2010",93.7778
"08/12/2010",93.8905
"08/13/2010",94.0457
"08/16/2010",93.7902
"08/17/2010",93.4239
"08/18/2010",93.3719
"08/19/2010",93.7141
"08/20/2010",94.2087
"08/23/2010",94.3295
"08/24/2010",94.4362
"08/25/2010",94.7372
"08/26/2010",94.3523
"08/27/2010",94.3462
"08/30/2010",94.5922
"08/31/2010",94.7204
"09/01/2010",94.1148
"09/02/2010",94.0852
"09/03/2010",93.6952
"09/07/2010",94.042
"09/08/2010",93.7785
"09/09/2010",93.7033
"09/10/2010",93.6768
"09/13/2010",93.0767
"09/14/2010",92.6182
"09/15/2010",92.9313
"09/16/2010",92.9108
"09/17/2010",92.9418
"09/20/2010",92.7496
"09/21/2010",92.6684
"09/22/2010",92.0647
"09/23/2010",92.0233
"09/24/2010",91.5996
"09/27/2010",91.4803
"09/28/2010",91.3493
"09/29/2010",91.1632
"09/30/2010",91.3415
"10/01/2010",90.836
"10/04/2010",91.0015
"10/05/2010",90.5622
"10/06/2010",90.1411
"10/07/2010",90.286
"10/08/2010",90.1133
"10/12/2010",90.2203
"10/13/2010",89.7779
"10/14/2010",89.5228
"10/15/2010",89.6815
"10/18/2010",89.8484
"10/19/2010",90.5499
"10/20/2010",90.1446
"10/21/2010",90.138
"10/22/2010",90.4063
"10/25/2010",89.9328
"10/26/2010",90.2818
"10/27/2010",90.8038
"10/28/2010",90.2407
"10/29/2010",90.0935
"11/01/2010",90.0307
"11/02/2010",89.6847
"11/03/2010",89.7079
"11/04/2010",88.9831
"11/05/2010",89.2441
"11/08/2010",89.5711
"11/09/2010",89.558
"11/10/2010",89.9056
"11/12/2010",90.1701
"11/15/2010",90.4331
"11/16/2010",91.1102
"11/17/2010",90.9282
"11/18/2010",90.649
"11/19/2010",90.6986
"11/22/2010",90.7023
"11/23/2010",91.4318
"11/24/2010",91.2179
"11/26/2010",91.8152
"11/29/2010",92.1997
"11/30/2010",92.1494
"12/01/2010",91.6799
"12/02/2010",91.2651
"12/03/2010",90.8788
"12/06/2010",91.0167
"12/07/2010",90.9732
"12/08/2010",91.3376
"12/09/2010",91.3923
"12/10/2010",91.2831
"12/13/2010",90.8837
"12/14/2010",90.764
"12/15/2010",91.094
"12/16/2010",91.3773
"12/17/2010",91.5555
"12/20/2010",91.6398
"12/21/2010",91.519
"12/22/2010",91.429
"12/23/2010",91.3013
"12/27/2010",91.1963
"12/28/2010",90.9848
"12/29/2010",90.7669
"12/30/2010",90.5146
"01/03/2011",89.9524
"01/04/2011",90.3277
"01/05/2011",90.5715
"01/06/2011",90.9125
"01/07/2011",91.0001
"01/10/2011",91.03
"01/11/2011",90.8431
"01/12/2011",90.4111
"01/13/2011",89.9019
"01/14/2011",90.0461
"01/18/2011",89.821
"01/19/2011",89.6948
"01/20/2011",90.1316
"01/21/2011",89.7204
"01/24/2011",89.5375
"01/25/2011",89.7279
"01/26/2011",89.5091
"01/27/2011",89.5728
"01/28/2011",89.8189
"01/31/2011",89.694
"02/01/2011",89.1436
"02/02/2011",89.0737
"02/03/2011",89.2522
"02/04/2011",89.391
"02/07/2011",89.3556
"02/08/2011",89.1241
"02/09/2011",89.4166
"02/10/2011",89.6266
"02/11/2011",89.8784
"02/14/2011",89.8543
"02/15/2011",89.8871
"02/16/2011",89.7059
"02/17/2011",89.4102
"02/18/2011",89.1974
"02/22/2011",89.4617
"02/23/2011",89.4186
"02/24/2011",89.2346
"02/25/2011",89.1664
"02/28/2011",88.9391
"03/01/2011",88.831
"03/02/2011",88.7317
"03/03/2011",88.637
"03/04/2011",88.4898
"03/07/2011",88.5207
"03/08/2011",88.6454
"03/09/2011",88.5328
"03/10/2011",88.8698
"03/11/2011",88.691
"03/14/2011",88.5191
"03/15/2011",88.7845
"03/16/2011",88.9785
"03/17/2011",88.6549
"03/18/2011",88.5221
"03/21/2011",88.2032
"03/22/2011",88.0665
"03/23/2011",88.3328
"03/24/2011",88.0592
"03/25/2011",88.1716
"03/28/2011",88.3058
"03/29/2011",88.3991
"03/30/2011",88.2298
"03/31/2011",88.0299
"04/01/2011",87.7993
"04/04/2011",87.8406
"04/05/2011",87.7483
"04/06/2011",87.4913
"04/07/2011",87.532
"04/08/2011",87.1493
"04/11/2011",87.094
"04/12/2011",87.2943
"04/13/2011",87.2093
"04/14/2011",87.0802
"04/15/2011",87.005
"04/18/2011",87.5081
"04/19/2011",87.0791
"04/20/2011",86.5642
"04/21/2011",86.2256
"04/22/2011",86.3742
"04/25/2011",86.4026
"04/26/2011",86.2576
"04/27/2011",86.2519
"04/28/2011",85.8419
"04/29/2011",85.5999
"05/02/2011",85.5199
"05/03/2011",85.6352
"05/04/2011",85.8917
"05/05/2011",86.508
"05/06/2011",86.4575
"05/09/2011",86.8346
"05/10/2011",86.6518
"05/11/2011",86.7195
"05/12/2011",87.0767
"05/13/2011",87.4176
"05/16/2011",87.3311
"05/17/2011",87.6307
"05/18/2011",87.295
"05/19/2011",87.2638
"05/20/2011",87.3044
"05/23/2011",87.8941
"05/24/2011",87.662
"05/25/2011",87.6136
"05/26/2011",87.5588
"05/27/2011",86.9525
"05/31/2011",86.656
"06/01/2011",86.5964
"06/02/2011",86.8435
"06/03/2011",86.4234
"06/06/2011",86.4669
"06/07/2011",86.3627
"06/08/2011",86.5714
"06/09/2011",86.5913
"06/10/2011",87.042
"06/13/2011",87.0579
"06/14/2011",86.6771
"06/15/2011",87.3342
"06/16/2011",87.6917
"06/17/2011",87.2179
"06/20/2011",87.1908
"06/21/2011",86.857
"06/22/2011",86.8067
"06/23/2011",87.455
"06/24/2011",87.5014
"06/27/2011",87.5225
"06/28/2011",87.2178
"06/29/2011",86.8014
"06/30/2011",86.4786
"07/01/2011",86.3613
"07/05/2011",86.4253
"07/06/2011",86.6825
"07/07/2011",86.4825
"07/08/2011",86.615
"07/11/2011",87.1013
"07/12/2011",87.1701
"07/13/2011",86.5697
"07/14/2011",86.5234
"07/15/2011",86.5169
"07/18/2011",86.9549
"07/19/2011",86.4386
"07/20/2011",86.2794
"07/21/2011",85.8378
"07/22/2011",85.8623
"07/25/2011",85.8006
"07/26/2011",85.4692
"07/27/2011",85.7126
"07/28/2011",85.8245
"07/29/2011",85.7282
"08/01/2011",86.0391
"08/02/2011",86.0533
"08/03/2011",86.0706
"08/04/2011",86.9299
"08/05/2011",87.1084
"08/08/2011",87.1873
"08/09/2011",87.3919
"08/10/2011",87.3792
"08/11/2011",87.3215
"08/12/2011",87.177
"08/15/2011",86.7515
"08/16/2011",86.7115
"08/17/2011",86.5518
"08/18/2011",87.1271
"08/19/2011",86.8286
"08/22/2011",87.0753
"08/23/2011",86.9001
"08/24/2011",87.1316
"08/25/2011",87.2306
"08/26/2011",87.0751
"08/29/2011",86.8433
"08/30/2011",87.001
"08/31/2011",86.7739
"09/01/2011",86.8512
"09/02/2011",87.1797
"09/06/2011",88.1645
"09/07/2011",87.9699
"09/08/2011",88.1162
"09/09/2011",88.9514
"09/12/2011",89.2192
"09/13/2011",89.2653
"09/14/2011",89.419
"09/15/2011",89.0647
"09/16/2011",89.1108
"09/19/2011",89.9336
"09/20/2011",89.8777
"09/21/2011",90.3453
"09/22/2011",92.075
"09/23/2011",91.6904
"09/26/2011",91.7724
"09/27/2011",90.8985
"09/28/2011",91.0227
"09/29/2011",91.3033
"09/30/2011",91.9998
"10/03/2011",92.5128
"10/04/2011",92.9508
"10/05/2011",92.3008
"10/06/2011",91.9661
"10/07/2011",91.2469
"10/11/2011",90.9162
"10/12/2011",90.3378
"10/13/2011",90.6603
"10/14/2011",90.2116
"10/17/2011",90.266
"10/18/2011",90.5907
"10/19/2011",90.3317
"10/20/2011",91.1026
"10/21/2011",90.279
"10/24/2011",89.8558
"10/25/2011",89.9525
"10/26/2011",90.0836
"10/27/2011",88.7882
"10/28/2011",88.6382
"10/31/2011",89.2053
"11/01/2011",90.7296
"11/02/2011",90.244
"11/03/2011",90.2961
"11/04/2011",90.3154
"11/07/2011",90.3832
"11/08/2011",90.172
"11/09/2011",90.6991
"11/10/2011",90.8588
"11/14/2011",90.7215
"11/15/2011",91.1081
"11/16/2011",91.1237
"11/17/2011",91.1822
"11/18/2011",91.3676
"11/21/2011",91.9978
"11/22/2011",92.0193
"11/23/2011",92.7463
"11/25/2011",93.1455
"11/28/2011",92.4983
"11/29/2011",92.2163
"11/30/2011",91.4728
"12/01/2011",91.227
"12/02/2011",91.3532
"12/05/2011",91.1087
"12/06/2011",91.2817
"12/07/2011",91.2331
"12/08/2011",91.668
"12/09/2011",91.6122
"12/12/2011",92.3375
"12/13/2011",92.5456
"12/14/2011",93.2176
"12/15/2011",92.8858
"12/16/2011",92.8252
"12/19/2011",92.8685
"12/20/2011",92.432
"12/21/2011",92.5262
"12/22/2011",92.3883
"12/23/2011",92.3897
"12/27/2011",92.4137
"12/28/2011",92.8374
"12/29/2011",92.7398
"12/30/2011",92.4262
"01/03/2012",91.7551
"01/04/2012",92.0345
"01/05/2012",92.5773
"01/06/2012",92.7183
"01/09/2012",92.7418
"01/10/2012",92.2461
"01/11/2012",92.554
"01/12/2012",92.2274
"01/13/2012",92.5385
"01/17/2012",92.0142
"01/18/2012",91.6943
"01/19/2012",91.3316
"01/20/2012",91.3661
"01/23/2012",90.986
"01/24/2012",91.181
"01/25/2012",91.277
"01/26/2012",90.3962
"01/27/2012",90.2559
"01/30/2012",90.4762
"01/31/2012",90.5538
"02/01/2012",90.0963
"02/02/2012",89.8765
"02/03/2012",89.8491
"02/06/2012",89.7907
"02/07/2012",89.5968
"02/08/2012",89.6555
"02/09/2012",89.6246
"02/10/2012",90.1024
"02/13/2012",89.8895
"02/14/2012",90.1919
"02/15/2012",90.1932
"02/16/2012",90.3109
"02/17/2012",90.23
"02/21/2012",90.0117
"02/22/2012",90.2472
"02/23/2012",90.1108
"02/24/2012",89.9104
"02/27/2012",89.9635
"02/28/2012",89.8103
"02/29/2012",89.7487
"03/01/2012",89.7817
"03/02/2012",90.135
"03/05/2012",90.2748
"03/06/2012",90.8237
"03/07/2012",90.6837
"03/08/2012",90.2598
"03/09/2012",90.4341
"03/12/2012",90.6643
"03/13/2012",90.5363
"03/14/2012",90.9325
"03/15/2012",90.7866
"03/16/2012",90.5245
"03/19/2012",90.292
"03/20/2012",90.6065
"03/21/2012",90.6761
"03/22/2012",90.8225
"03/23/2012",90.6156
"03/26/2012",90.3266
"03/27/2012",90.2796
"03/28/2012",90.603
"03/29/2012",90.7285
"03/30/2012",90.4593
"04/02/2012",90.247
"04/03/2012",90.1921
"04/04/2012",90.8284
"04/05/2012",90.8781
"04/06/2012",90.9375
"04/09/2012",90.9624
"04/10/2012",91.2728
"04/11/2012",91.1768
"04/12/2012",90.7694
"04/13/2012",91.0558
"04/16/2012",91.2355
"04/17/2012",90.7661
"04/18/2012",90.9326
"04/19/2012",91.0833
"04/20/2012",90.8066
"04/23/2012",91.079
"04/24/2012",90.8153
"04/25/2012",90.756
"04/26/2012",90.6428
"04/27/2012",90.3269
"04/30/2012",90.3634
"05/01/2012",90.3227
"05/02/2012",90.6144
"05/03/2012",90.6839
"05/04/2012",91.0497
"05/07/2012",91.0747
"05/08/2012",91.4107
"05/09/2012",91.7632
"05/10/2012",91.7077
"05/11/2012",91.7306
"05/14/2012",92.2491
"05/15/2012",92.5235
"05/16/2012",92.903
"05/17/2012",92.9632
"05/18/2012",93.1395
"05/21/2012",93.0945
"05/22/2012",93.1113
"05/23/2012",93.8855
"05/24/2012",93.8027
"05/25/2012",93.9488
"05/29/2012",93.875
"05/30/2012",94.302
"05/31/2012",94.6856
"06/01/2012",94.6979
"06/04/2012",94.5184
"06/05/2012",94.6184
"06/06/2012",94.0362
"06/07/2012",93.774
"06/08/2012",94.2024
"06/11/2012",94.0369
"06/12/2012",94.0693
"06/13/2012",93.8309
"06/14/2012",93.8152
"06/15/2012",93.5203
"06/18/2012",93.6431
"06/19/2012",93.0524
"06/20/2012",93.1602
"06/21/2012",93.6378
"06/22/2012",93.9205
"06/25/2012",94.1757
"06/26/2012",93.9859
"06/27/2012",93.8728
"06/28/2012",94.0203
"06/29/2012",92.9096
"07/02/2012",92.951
"07/03/2012",92.6508
"07/05/2012",93.2211
"07/06/2012",93.7087
"07/09/2012",93.6974
"07/10/2012",93.5552
"07/11/2012",93.5981
"07/12/2012",93.9298
"07/13/2012",93.5515
"07/16/2012",93.3746
"07/17/2012",93.3479
"07/18/2012",93.0973
"07/19/2012",93.0438
"07/20/2012",93.3653
"07/23/2012",93.9297
"07/24/2012",94.2635
"07/25/2012",94.0564
"07/26/2012",93.3595
"07/27/2012",92.9333
"07/30/2012",93.0524
"07/31/2012",92.8422
"08/01/2012",92.8905
"08/02/2012",93.4269
"08/03/2012",92.6048
"08/06/2012",92.4339
"08/07/2012",92.5128
"08/08/2012",92.5407
"08/09/2012",92.6057
"08/10/2012",92.5129
"08/13/2012",92.5955
"08/14/2012",92.6152
"08/15/2012",92.6838
"08/16/2012",92.5737
"08/17/2012",92.711
"08/20/2012",92.6263
"08/21/2012",92.3053
"08/22/2012",92.4362
"08/23/2012",92.1057
"08/24/2012",92.2785
"08/27/2012",92.3135
"08/28/2012",92.2033
"08/29/2012",92.3823
"08/30/2012",92.6239
"08/31/2012",92.1677
"09/04/2012",92.1582
"09/05/2012",92.1262
"09/06/2012",91.8973
"09/07/2012",91.3469
"09/10/2012",91.3102
"09/11/2012",91.0575
"09/12/2012",91.0477
"09/13/2012",90.9632
"09/14/2012",90.1436
"09/17/2012",90.2837
"09/18/2012",90.5029
"09/19/2012",90.4646
"09/20/2012",90.7631
"09/21/2012",90.5342
"09/24/2012",90.8263
"09/25/2012",90.6074
"09/26/2012",91.0028
"09/27/2012",90.7538
"09/28/2012",90.8342
"10/01/2012",90.7011
"10/02/2012",90.644
"10/03/2012",90.8726
"10/04/2012",90.4932
"10/05/2012",90.2851
"10/09/2012",90.8703
"10/10/2012",90.883
"10/11/2012",90.7437
"10/12/2012",90.6833
"10/15/2012",90.6409
"10/16/2012",90.5583
"10/17/2012",90.2309
"10/18/2012",90.3804
"10/19/2012",90.8107
"10/22/2012",90.7911
"10/23/2012",91.0945
"10/24/2012",91.1275
"10/25/2012",91.02
"10/26/2012",91.1411
"10/31/2012",91.1609
"11/01/2012",91.1217
"11/02/2012",91.281
"11/05/2012",91.4778
"11/06/2012",91.2908
"11/07/2012",91.4514
"11/08/2012",91.5375
"11/09/2012",91.6871
"11/13/2012",91.7356
"11/14/2012",91.7942
"11/15/2012",91.8837
"11/16/2012",92.0095
"11/19/2012",91.5653
"11/20/2012",91.556
"11/21/2012",91.6645
"11/23/2012",91.2616
"11/26/2012",91.2789
"11/27/2012",91.2608
"11/28/2012",91.33
"11/29/2012",91.2104
"11/30/2012",91.1038
"12/03/2012",91.0084
"12/04/2012",90.9748
"12/05/2012",90.9423
"12/06/2012",91.0629
"12/07/2012",91.0437
"12/10/2012",90.9631
"12/11/2012",90.8403
"12/12/2012",90.7708
"12/13/2012",90.776
"12/14/2012",90.7156
"12/17/2012",90.6193
"12/18/2012",90.5161
"12/19/2012",90.4896
"12/20/2012",90.6002
"12/21/2012",90.9597
"12/24/2012",91.0354
"12/26/2012",91.0606
"12/27/2012",91.1037
"12/28/2012",91.0419
"12/31/2012",91.0834
"01/02/2013",90.6941
"01/03/2013",90.8097
"01/04/2013",91.1025
"01/07/2013",90.9852
"01/08/2013",91.057
"01/09/2013",91.0088
"01/10/2013",90.6425
"01/11/2013",90.5352
"01/14/2013",90.4935
"01/15/2013",90.5191
"01/16/2013",90.596
"01/17/2013",90.5401
"01/18/2013",90.8697
"01/22/2013",90.7892
"01/23/2013",90.8376
"01/24/2013",90.9112
"01/25/2013",91.0868
"01/28/2013",91.2354
"01/29/2013",90.9406
"01/30/2013",90.8836
"01/31/2013",90.798
"02/01/2013",90.6923
"02/04/2013",90.9774
"02/05/2013",90.881
"02/06/2013",91.0176
"02/07/2013",91.2912
"02/08/2013",91.3056
"02/11/2013",91.4451
"02/12/2013",91.2779
"02/13/2013",91.2709
"02/14/2013",91.366
"02/15/2013",91.4551
"02/19/2013",91.5073
"02/20/2013",91.6689
"02/21/2013",92.0394
"02/22/2013",92.1197
"02/25/2013",92.1975
"02/26/2013",92.4247
"02/27/2013",92.234
"02/28/2013",92.295
"03/01/2013",92.6177
"03/04/2013",92.6316
"03/05/2013",92.4965
"03/07/2013",92.5462
"03/08/2013",92.6252
"03/11/2013",92.5351
"03/12/2013",92.3853
"03/13/2013",92.4709
"03/14/2013",92.4695
"03/15/2013",92.128
"03/18/2013",92.3377
"03/19/2013",92.526
"03/20/2013",92.4141
"03/21/2013",92.3322
"03/22/2013",92.2051
"03/25/2013",92.3081
"03/26/2013",92.232
"03/27/2013",92.446
"03/28/2013",92.2544
"03/29/2013",92.302
"04/01/2013",92.1687
"04/02/2013",92.1432
"04/03/2013",92.104
"04/04/2013",92.3896
"04/05/2013",92.1043
"04/08/2013",92.2317
"04/09/2013",91.9669
"04/10/2013",91.9598
"04/11/2013",91.6972
"04/12/2013",91.7967
"04/15/2013",91.9457
"04/16/2013",91.8451
"04/17/2013",92.1372
"04/18/2013",92.176
"04/19/2013",92.2166
"04/22/2013",92.3591
"04/23/2013",92.3836
"04/24/2013",92.4581
"04/25/2013",92.0394
"04/26/2013",91.9012
"04/29/2013",91.6539
"04/30/2013",91.3741
"05/01/2013",91.4331
"05/02/2013",91.6174
"05/03/2013",91.5087
"05/06/2013",91.6387
"05/07/2013",91.5201
"05/08/2013",91.1848
"05/09/2013",91.3036
"05/10/2013",92.2527
"05/13/2013",92.2711
"05/14/2013",92.3697
"05/15/2013",92.7691
"05/16/2013",92.6602
"05/17/2013",93.1617
"05/20/2013",93.0359
"05/21/2013",92.9662
"05/22/2013",93.3104
"05/23/2013",93.2113
"05/24/2013",93.2768
"05/28/2013",93.5853
"05/29/2013",93.531
"05/30/2013",93.4219
"05/31/2013",93.6076
"06/03/2013",93.163
"06/04/2013",93.3067
"06/05/2013",93.275
"06/06/2013",92.809
"06/07/2013",92.6056
"06/10/2013",92.973
"06/11/2013",92.7996
"06/12/2013",92.4775
"06/13/2013",92.3449
"06/14/2013",92.1886
"06/17/2013",92.3332
"06/18/2013",92.5432
"06/19/2013",92.4755
"06/20/2013",94.125
"06/21/2013",94.4243
"06/24/2013",94.5714
"06/25/2013",94.3285
"06/26/2013",94.3807
"06/27/2013",94.2429
"06/28/2013",94.3047
"07/01/2013",94.0998
"07/02/2013",94.4051
"07/03/2013",94.4767
"07/05/2013",95.0639
"07/08/2013",94.9954
"07/09/2013",94.9467
"07/10/2013",94.7595
"07/11/2013",93.949
"07/12/2013",94.0029
"07/15/2013",93.9729
"07/16/2013",93.5232
"07/17/2013",93.5498
"07/18/2013",93.681
"07/19/2013",93.4759
"07/22/2013",93.2253
"07/23/2013",93.1631
"07/24/2013",93.3124
"07/25/2013",93.2862
"07/26/2013",93.1695
"07/29/2013",93.1663
"07/30/2013",93.3976
"07/31/2013",93.5703
"08/01/2013",93.7972
"08/02/2013",93.5789
"08/05/2013",93.507
"08/06/2013",93.3199
"08/07/2013",93.2652
"08/08/2013",92.8483
"08/09/2013",92.8394
"08/12/2013",92.9178
"08/13/2013",93.476
"08/14/2013",93.382
"08/15/2013",93.5059
"08/16/2013",93.4255
"08/19/2013",93.6623
"08/20/2013",93.5536
"08/21/2013",94.0362
"08/22/2013",94.2804
"08/23/2013",93.9466
"08/26/2013",94.1853
"08/27/2013",94.3934
"08/28/2013",94.4127
"08/29/2013",94.6398
"08/30/2013",94.7541
"09/03/2013",94.9574
"09/04/2013",94.5739
"09/05/2013",94.8891
"09/06/2013",94.2487
"09/09/2013",94.0009
"09/10/2013",93.938
"09/11/2013",93.7112
"09/12/2013",93.5903
"09/13/2013",93.6666
"09/16/2013",93.2875
"09/17/2013",93.2231
"09/18/2013",93.2569
"09/19/2013",92.4082
"09/20/2013",92.6049
"09/23/2013",92.613
"09/24/2013",92.7691
"09/25/2013",92.7675
"09/26/2013",93.0096
"09/27/2013",92.9747
"09/30/2013",92.9207
"10/01/2013",92.9515
"10/02/2013",92.772
"10/03/2013",92.7461
"10/04/2013",92.6469
"10/07/2013",92.6725
"10/08/2013",92.7558
"10/09/2013",93.0829
"10/10/2013",92.8579
"10/11/2013",92.854
"10/15/2013",92.7642
"10/16/2013",92.6819
"10/17/2013",92.0246
"10/18/2013",91.9989
"10/21/2013",92.2498
"10/22/2013",91.9563
"10/23/2013",92.0947
"10/24/2013",92.1867
"10/25/2013",92.1623
"10/28/2013",92.1872
"10/29/2013",92.301
"10/30/2013",92.3057
"10/31/2013",92.731
"11/01/2013",93.155
"11/04/2013",92.9359
"11/05/2013",93.2112
"11/06/2013",93.0943
"11/07/2013",93.4003
"11/08/2013",93.6619
"11/12/2013",93.7651
"11/13/2013",93.4848
"11/14/2013",93.4328
"11/15/2013",93.2854
"11/18/2013",92.9824
"11/19/2013",93.0649
"11/20/2013",93.2501
"11/21/2013",93.5638
"11/22/2013",93.4198
"11/25/2013",93.5539
"11/26/2013",93.5226
"11/27/2013",93.6864
"11/29/2013",93.6291
"12/02/2013",93.8856
"12/03/2013",93.8251
"12/04/2013",93.8997
"12/05/2013",93.4954
"12/06/2013",93.4045
"12/09/2013",93.1444
"12/11/2013",93.0842
"12/12/2013",93.4292
"12/13/2013",93.3568
"12/16/2013",93.2175
"12/17/2013",93.302
"12/18/2013",93.4207
"12/19/2013",93.7368
"12/20/2013",93.7211
"12/23/2013",93.572
"12/24/2013",93.6734
"12/26/2013",93.766
"12/27/2013",93.7018
"12/30/2013",93.4866
"12/31/2013",93.5576
"01/02/2014",93.8192
"01/03/2014",93.853
"01/06/2014",93.9109
"01/07/2014",94.0398
"01/08/2014",94.2181
"01/09/2014",94.3299
"01/10/2014",94.0045
"01/13/2014",93.899
"01/14/2014",94.0303
"01/15/2014",94.341
"01/16/2014",94.5507
"01/17/2014",94.5846
"01/21/2014",94.679
"01/22/2014",94.8479
"01/23/2014",94.8415
"01/24/2014",94.8555
"01/27/2014",94.9059
"01/28/2014",94.88
"01/29/2014",94.8621
"01/30/2014",95.1294
"01/31/2014",95.1774
"02/03/2014",95.2469
"02/04/2014",95.0438
"02/05/2014",95.0285
"02/06/2014",94.7177
"02/07/2014",94.7457
"02/10/2014",94.7189
"02/11/2014",94.6377
"02/12/2014",94.6209
"02/14/2014",94.2711
"02/18/2014",94.1934
"02/19/2014",94.38
"02/20/2014",94.6571
"02/24/2014",94.4042
"02/25/2014",94.4735
"02/26/2014",94.7754
"02/27/2014",94.6722
"02/28/2014",94.3879
"03/04/2014",94.6568
"03/05/2014",94.4679
"03/06/2014",93.9858
"03/07/2014",94.2532
"03/10/2014",94.3731
"03/11/2014",94.387
"03/12/2014",94.462
"03/13/2014",94.1872
"03/14/2014",94.243
"03/18/2014",94.2631
"03/19/2014",94.3752
"03/20/2014",94.9986
"03/21/2014",94.8547
"03/24/2014",94.759
"03/25/2014",94.6379
"03/26/2014",94.5281
"03/27/2014",94.3315
"03/28/2014",94.3683
"03/31/2014",94.2432
"04/01/2014",94.1244
"04/02/2014",94.3103
"04/03/2014",94.512
"04/04/2014",94.2191
"04/07/2014",94.0881
"04/08/2014",93.6579
"04/09/2014",93.6716
"04/10/2014",93.5123
"04/11/2014",93.6395
"04/14/2014",93.8046
"04/15/2014",93.9486
"04/16/2014",93.9461
"04/17/2014",93.8936
"04/18/2014",93.9629
"04/21/2014",94.0337
"04/22/2014",94.0802
"04/23/2014",94.149
"04/24/2014",94.1294
"04/25/2014",94.1623
"04/28/2014",94.1374
"04/29/2014",94.0295
"04/30/2014",93.8896
"05/01/2014",93.8707
"05/02/2014",93.8182
"05/05/2014",93.7334
"05/06/2014",93.4324
"05/07/2014",93.4337
"05/08/2014",93.3686
"05/09/2014",93.6614
"05/12/2014",93.6537
"05/13/2014",93.6755
"05/14/2014",93.5968
"05/15/2014",93.7065
"05/16/2014",93.6073
"05/19/2014",93.502
"05/20/2014",93.6699
"05/21/2014",93.7629
"05/22/2014",93.6944
"05/23/2014",93.7042
"05/27/2014",93.8418
"05/28/2014",93.8793
"05/29/2014",93.6973
"05/30/2014",93.7606
"06/02/2014",94.0006
"06/03/2014",94.0536
"06/04/2014",94.1239
"06/05/2014",93.9732
"06/06/2014",93.9069
"06/09/2014",93.9628
"06/10/2014",94.0638
"06/11/2014",93.9744
"06/12/2014",93.8155
"06/13/2014",93.9168
"06/16/2014",93.8639
"06/17/2014",94.0829
"06/18/2014",94.0525
"06/19/2014",93.752
"06/20/2014",93.7591
"06/23/2014",93.628
"06/24/2014",93.7093
"06/25/2014",93.5851
"06/26/2014",93.5471
"06/27/2014",93.3983
"06/30/2014",93.2058
"07/01/2014",93.1365
"07/02/2014",93.2478
"07/03/2014",93.3149
"07/07/2014",93.3803
"07/08/2014",93.323
"07/09/2014",93.228
"07/10/2014",93.3152
"07/11/2014",93.4171
"07/14/2014",93.4101
"07/15/2014",93.5796
"07/16/2014",93.5991
"07/17/2014",93.6586
"07/18/2014",93.6608
"07/21/2014",93.6069
"07/22/2014",93.6306
"07/23/2014",93.5951
"07/24/2014",93.6836
"07/25/2014",93.8294
"07/28/2014",93.83
"07/29/2014",94.0443
